Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
EOSS,"EOS, Inc.",0.08,-0.42,-84.0,1062000,26630,16383000,2024-02-09T06:17:13.842033
FRCB,First Republic Bank,0.07,-0.03,-30.0,170251,1032000,13035000,2024-02-09T06:17:13.842033
SRNEQ,"Sorrento Therapeutics, Inc.",0.0225,-0.015,-40.0,4714000,3062000,12404000,2024-02-09T06:17:13.842033
ALRTF,ALR Technologies Inc.,0.0204,-0.0095,-31.84,24500,54341,11249000,2024-02-09T06:17:13.842033
CECAF,CanAsia Energy Corp.,0.06,-0.023,-27.71,13500,22375,6768000,2024-02-09T06:17:13.842033
RFLXF,Reflex Advanced Materials Corp.,0.108,-0.0286,-20.94,3906,23887,8348000,2024-02-09T06:17:13.842033
BWMG,"Brownie's Marine Group, Inc.",0.0124,-0.0038,-23.46,100129,28719,5446000,2024-02-09T06:17:13.842033
GDVM,"VeeMost Technologies Holdings, Inc.",0.0145,-0.004,-21.78,1709000,1342000,5330000,2024-02-09T06:17:13.842033
TBRIF,Therma Bright Inc.,0.0147,-0.0115,-43.89,232500,42400,4692000,2024-02-09T06:17:13.842033
SGCPF,Solstice Gold Corp.,0.0251,-0.0076,-23.24,256500,141262,5932000,2024-02-09T06:17:13.842033
ACDXF,American Copper Development Corporation,0.0511,-0.035,-40.65,1005,22121,4735000,2024-02-09T06:17:13.842033
YTEN,"Yield10 Bioscience, Inc.",0.265,-0.1052,-28.42,2157000,2707000,3175000,2024-02-09T06:17:13.842033
CBDW,1606 Corp.,0.0638,-0.0194,-23.34,967588,113421,3016000,2024-02-09T06:17:13.842033
PWWBF,PowerBand Solutions Inc.,0.01,-0.01,-50.0,27000,53513,2993000,2024-02-09T06:17:13.842033
FRBK,"Republic First Bancorp, Inc.",0.0316,-0.0184,-36.8,90827,105925,2225000,2024-02-09T06:17:13.842033
DYNT,Dynatronics Corporation,0.4749,-0.2021,-29.85,186916,30396,2152000,2024-02-09T06:17:13.842033
EVLLF,EnviroMetal Technologies Inc.,0.0189,-0.0051,-21.25,41300,61731,2405000,2024-02-09T06:17:13.842033
ALCUF,Alpha Copper Corp.,0.078,-0.0219,-21.92,1694,38011,1851000,2024-02-09T06:17:13.842033
MSRM,Mushrooms Inc.,0.0211,-0.006,-22.04,771816,56958,2280000,2024-02-09T06:17:13.842033
GBBFF,Granada Gold Mine Inc.,0.0108,-0.003,-22.1,250,33978,1769000,2024-02-09T06:17:13.842033
AETHF,Aether Global Innovations Corp.,0.0143,-0.0045,-23.73,195861,60406,1959000,2024-02-09T06:17:13.842033
BSPK,"Bespoke Extracts, Inc.",0.1199,-0.0301,-20.07,67151,18195,1219000,2024-02-09T06:17:13.842033
GBLTF,GBLT Corp.,0.0104,-0.0118,-53.15,1000,12385,1683000,2024-02-09T06:17:13.842033
LMPX,"LMP Automotive Holdings, Inc.",0.08,-0.155,-65.96,67836,14305,1909000,2024-02-09T06:17:13.842033
RDRSF,RDARS Inc.,0.043,-0.0379,-46.82,10000,15842,921249,2024-02-09T06:17:13.842033
TWOH,Two Hands Corporation,0.0161,-0.0089,-35.62,9654,26855,677443,2024-02-09T06:17:13.842033
BRDSQ,"Bird Global, Inc.",0.0414,-0.0186,-31.0,17107,192246,654736,2024-02-09T06:17:13.842033
MEDVF,Medivolve Inc.,0.0169,-0.0061,-26.35,999,18313,457705,2024-02-09T06:17:13.842033
SRAX,"SRAX, Inc.",0.011,-0.004,-26.67,3000,24309,323826,2024-02-09T06:17:13.842033
ZEVY,"Lightning eMotors, Inc.",0.0475,-0.0221,-31.72,33458,105288,313192,2024-02-09T06:17:13.842033
HCDIQ,"Harbor Custom Development, Inc.",0.0567,-0.0254,-30.92,7506,1681000,132073,2024-02-09T06:17:13.842033
VAGNF,Vegano Foods Inc.,0.015,-0.005,-25.0,1000,25696,130536,2024-02-09T06:17:13.842033
IVRN,Innoveren Scientific Inc.,0.0335,-0.0165,-33.0,50000,25491,23875,2024-02-09T06:17:13.842033
TGVCW,TG Venture Acquisition Corp.,0.0202,-0.0097,-32.44,12350,11938,0,2024-02-09T06:17:13.842033
IDGR,Ideal Group of Companies Inc.,0.1013,-0.0487,-32.47,20597,16232,0,2024-02-09T06:17:13.842033
DMKPQ,DMK Pharmaceuticals Corporation,0.08,-0.049,-37.98,600421,3290000,0,2024-02-09T06:17:13.842033
SIRCD,Solar Integrated Roofing Corporation,0.023,-0.0095,-29.23,2553000,56737000,0,2024-02-09T06:17:13.842033
NTMFF,Neotech Metals Corp.,0.4,-0.15,-27.27,1516,171680,0,2024-02-09T06:17:13.842033
LIBYW,Liberty Resources Acquisition Corp.,0.015,0.0,0.0,4,19053,0,2024-02-09T06:17:13.842033
PLLTL,Piedmont Lithium Inc.,0.1351,-0.0505,-27.21,2100,22974,338661000,2024-01-27T06:15:29.455150
AZLAF,Arizona Lithium Limited,0.015,-0.006,-28.57,7000,101717,56817000,2024-01-27T06:15:29.455150
HERB,YaSheng Group,0.033,-0.009,-21.43,15593,11612,34325000,2024-01-27T06:15:29.455150
GRFX,Graphex Group Limited,0.565,-0.265,-31.93,409315,67480,34456000,2024-01-27T06:15:29.455150
ECRFF,Cartier Resources Inc.,0.0595,-0.029,-32.77,4200,24504,20932000,2024-01-27T06:15:29.455150
ZHCLF,Zenith Capital Corp.,0.11,-0.03,-21.43,15937,17482,15803000,2024-01-27T06:15:29.455150
BCII,BCII Enterprises Inc.,0.0175,-0.005,-22.22,5100,51713,17100000,2024-01-27T06:15:29.455150
PUBC,PureBase Corporation,0.0625,-0.0175,-21.87,60000,47020,14429000,2024-01-27T06:15:29.455150
FRCB,First Republic Bank,0.075,-0.025,-25.0,74335,1047000,13966000,2024-01-27T06:15:29.455150
TKLF,"Yoshitsu Co., Ltd",0.307,-0.478,-60.89,6010000,347703,11129000,2024-01-27T06:15:29.455150
WEWKQ,WeWork Inc.,0.16,-0.05,-23.81,125327,982453,8441000,2024-01-27T06:15:29.455150
AFIB,"Acutus Medical, Inc.",0.233,-0.077,-24.84,4594000,1913000,6828000,2024-01-27T06:15:29.455150
BBRRF,Blueberries Medical Corp.,0.0153,-0.0058,-27.49,1267,105923,7399000,2024-01-27T06:15:29.455150
VRRCF,VR Resources Ltd.,0.045,-0.014,-23.73,17553,28055,6759000,2024-01-27T06:15:29.455150
ONCO,"Onconetix, Inc.",0.23,-0.11,-32.35,11337000,3503000,5074000,2024-01-27T06:15:29.455150
JORFF,Consolidated Lithium Metals Inc.,0.0129,-0.0056,-30.46,82913,24397,5286000,2024-01-27T06:15:29.455150
PSYGF,Psyence Group Inc.,0.0323,-0.0276,-46.08,32000,10259,6626000,2024-01-27T06:15:29.455150
SIVBQ,SVB Financial Group,0.075,-0.025,-25.0,136810,151200,4440000,2024-01-27T06:15:29.455150
EBET,"EBET, Inc.",0.241,-0.094,-28.06,635324,398213,3610000,2024-01-27T06:15:29.455150
BGAVF,Bravada Gold Corporation,0.0214,-0.0086,-28.83,204473,108465,3296000,2024-01-27T06:15:29.455150
DIOSF,Dios Exploration Inc.,0.026,-0.0076,-22.62,510000,19491,3598000,2024-01-27T06:15:29.455150
PTCO,PetroGas Company,0.12,-0.068,-36.17,400,49850,2760000,2024-01-27T06:15:29.455150
TNTMF,Transition Metals Corp.,0.0322,-0.0178,-35.6,40000,27454,2497000,2024-01-27T06:15:29.455150
BRZV,Fitvia Corp.,0.018,-0.0103,-36.28,98892,85399,3695000,2024-01-27T06:15:29.455150
NIMU,"Non-Invasive Monitoring Systems, Inc.",0.0121,-0.0079,-39.35,28400,12440,3088000,2024-01-27T06:15:29.455150
IMRFF,iMetal Resources Inc.,0.0297,-0.0087,-22.66,42000,20550,1872000,2024-01-27T06:15:29.455150
NAUH,"National American University Holdings, Inc.",0.041,-0.022,-34.92,410,11947,1014000,2024-01-27T06:15:29.455150
ODII,"Odyssey Semiconductor Technologies, Inc.",0.07,-0.03,-30.0,27850,18164,890883,2024-01-27T06:15:29.455150
IMPLQ,Impel Pharmaceuticals Inc.,0.0354,-0.0146,-29.2,12093,1031000,846060,2024-01-27T06:15:29.455150
GERS,CleanTech Alpha Corporation,0.0401,-0.0298,-42.63,163807,20112,777418,2024-01-27T06:15:29.455150
ZEVY,"Lightning eMotors, Inc.",0.058,-0.184,-76.03,1446000,70708,382424,2024-01-27T06:15:29.455150
KOMOF,Komo Plant Based Foods Inc.,0.0101,-0.0128,-55.99,54308,13904,173005,2024-01-27T06:15:29.455150
FZRO,CS Diagnostics Corp.,0.18,-0.16,-47.06,550,10175,48703,2024-01-27T06:15:29.455150
FRCIL,First Republic Bank,0.06,-0.03,-33.33,4826,133664,0,2024-01-27T06:15:29.455150
RENI,Resilient Energy Inc.,0.1003,-0.0288,-22.29,2500,10207,0,2024-01-27T06:15:29.455150
FRCKL,First Republic Bank,0.06,-0.03,-33.33,2045,222543,0,2024-01-27T06:15:29.455150
MCDIF,Mcdermott International Ltd.,0.1303,-0.0347,-21.03,1085,152025,0,2024-01-27T06:15:29.455150
LIBYW,Liberty Resources Acquisition Corp.,0.0101,-0.0037,-26.81,2096,19398,0,2024-01-27T06:15:29.455150
MYBUF,Meyer Burger Technology AG,0.105,-0.0579,-35.53,1006000,32800,314701000,2024-01-18T06:19:01.029545
EGRNQ,China Evergrande Group,0.02,-0.006,-23.08,42342,35207,264086000,2024-01-18T06:19:01.029545
TSP,TuSimple Holdings Inc.,0.3791,-0.3273,-46.33,17270000,1310000,87152000,2024-01-18T06:19:01.029545
DTZZF,Dotz Nano Limited,0.105,-0.135,-56.25,158834,66281,54308000,2024-01-18T06:19:01.029545
NVAAF,Nova Minerals Limited,0.2,-0.174,-46.52,66497,18403,45158000,2024-01-18T06:19:01.029545
EVA,Enviva Inc.,0.5108,-0.2761,-35.09,4343000,2495000,38053000,2024-01-18T06:19:01.029545
PHUN,"Phunware, Inc.",0.1626,-0.2575,-61.29,509300000,30946000,29075000,2024-01-18T06:19:01.029545
CRGE,"Charge Enterprises, Inc.",0.1293,-0.0327,-20.19,14385000,9515000,27805000,2024-01-18T06:19:01.029545
XLMDF,XLMedia PLC,0.09,-0.026,-22.41,12200,14749,23958000,2024-01-18T06:19:01.029545
ARTTF,Artemis Resources Limited,0.01,-0.0055,-35.48,2000,17708,18943000,2024-01-18T06:19:01.029545
JYD,Jayud Global Logistics Limited,0.8501,-0.2999,-26.08,119019,176571,23844000,2024-01-18T06:19:01.029545
MAPPF,ProStar Holdings Inc.,0.132,-0.04,-23.26,260650,37581,17224000,2024-01-18T06:19:01.029545
MARK,"Remark Holdings, Inc.",0.4221,-0.2563,-37.78,5502000,579868,8835000,2024-01-18T06:19:01.029545
SIVBQ,SVB Financial Group,0.14,-0.05,-26.32,358805,141088,8288000,2024-01-18T06:19:01.029545
SEVCQ,Sono Group N.V.,0.072,-0.078,-52.0,607405,111428,7824000,2024-01-18T06:19:01.029545
PTRAQ,Proterra Inc.,0.0327,-0.0083,-20.24,1709000,2041000,7462000,2024-01-18T06:19:01.029545
SCYYF,Scandium International Mining Corp.,0.0184,-0.009,-32.85,15500,33506,6548000,2024-01-18T06:19:01.029545
SDCCQ,"SmileDirectClub, Inc.",0.016,-0.0138,-46.31,4985000,2259000,6442000,2024-01-18T06:19:01.029545
RHCO,Readen Holding Corp.,0.016,-0.0135,-45.76,7625,10971,5494000,2024-01-18T06:19:01.029545
MRLLF,Minera IRL Limited,0.0146,-0.0054,-27.0,57450,37009,4282000,2024-01-18T06:19:01.029545
AVRW,"Avenir Wellness Solutions, Inc.",0.0511,-0.0175,-25.51,8000,58763,3741000,2024-01-18T06:19:01.029545
CORR,"CorEnergy Infrastructure Trust, Inc.",0.19,-0.096,-33.57,120659,86576,3047000,2024-01-18T06:19:01.029545
WTCZF,Copper Lake Resources Ltd.,0.011,-0.004,-26.67,27000,20677,4005000,2024-01-18T06:19:01.029545
AULT,"Ault Alliance, Inc.",0.8937,-0.4363,-32.8,2772000,16328000,2522000,2024-01-18T06:19:01.029545
FMHS,"Farmhouse, Inc",0.1,-0.1,-50.0,5005,12983,1733000,2024-01-18T06:19:01.029545
JUBAF,Majuba Hill Copper Corp.,0.0301,-0.0089,-22.82,167155,48258,1651000,2024-01-18T06:19:01.029545
WDFCF,K9 Gold Corp.,0.0149,-0.0038,-20.32,20100,29243,1670000,2024-01-18T06:19:01.029545
WSRC,Western Sierra Resource Corporation,0.0164,-0.0076,-31.67,1437000,424399,2663000,2024-01-18T06:19:01.029545
MKULQ,"Molekule Group, Inc.",0.03,-0.02,-40.0,225291,298853,1040000,2024-01-18T06:19:01.029545
SRAX,"SRAX, Inc.",0.03,-0.01,-25.0,100,24755,883164,2024-01-18T06:19:01.029545
IMPM,"Impac Mortgage Holdings, Inc.",0.0228,-0.0062,-21.48,471,69488,832673,2024-01-18T06:19:01.029545
MYCOF,Mydecine Innovations Group Inc.,0.0113,-0.0072,-38.92,170903,21673,779152,2024-01-18T06:19:01.029545
COMCF,Canada One Mining Corp.,0.0104,-0.0036,-25.71,523166,83644,506652,2024-01-18T06:19:01.029545
MEDVF,Medivolve Inc.,0.012,-0.0049,-28.99,2400,18519,402158,2024-01-18T06:19:01.029545
BABL,Buildablock Corp.,0.0109,-0.004,-26.85,40750,54007,435670,2024-01-18T06:19:01.029545
MFLTY,Missfresh Limited,0.029,-0.019,-39.58,37064,31298,236147,2024-01-18T06:19:01.029545
KSPN,Kaspien Holdings Inc.,0.0188,-0.0064,-25.37,2756,24466,93282,2024-01-18T06:19:01.029545
BMXC,Bemax Inc.,0.023,-0.0085,-26.98,141250,46229,13706,2024-01-18T06:19:01.029545
BRDSQ,"Bird Global, Inc.",0.04,-0.0117,-22.61,102063,278836,632596,2024-01-18T06:19:01.029545
FRCIL,First Republic Bank,0.058,-0.042,-42.0,2702,133473,0,2024-01-18T06:19:01.029545
FRCLL,First Republic Bank,0.07,-0.03,-30.0,1400,144010,0,2024-01-18T06:19:01.029545
CNCOF,CORE NICKEL CORP,0.051,-0.0181,-26.19,6840,18532,2038000,2024-01-18T06:19:01.029545
FRCML,First Republic Bank,0.075,-0.025,-25.0,34998,243398,0,2024-01-18T06:19:01.029545
UNRVD,"Blum Holdings, Inc.",0.595,-1.145,-65.8,10565,11369,0,2024-01-18T06:19:01.029545
AUDAQ,"Audacy, Inc.",0.063,-0.0355,-36.04,123497,35519,297964,2024-01-18T06:19:01.029545
FTCHF,Farfetch Limited,0.0411,-0.0229,-35.78,8792000,22423000,16254000,2024-01-18T06:19:01.029545
RNAC,"Cartesian Therapeutics, Inc.",0.7198,-0.2602,-26.55,1493000,927791,116556000,2024-01-18T06:19:01.029545
FRCJL,First Republic Bank,0.07,-0.03,-30.0,6107,197644,0,2024-01-18T06:19:01.029545
FRCHL,First Republic Bank,0.0501,-0.0499,-49.9,390,82242,0,2024-01-18T06:19:01.029545
DTLAP,Brookfield DTLA Fund Office Trust Investor Inc.,0.04,-0.02,-33.33,10140,40790,0,2024-01-18T06:19:01.029545
NUKKW,Nukkleus Inc.,0.05,-0.0291,-36.79,10041,32601,548935000,2024-02-18T17:37:30.366634
APLMW,"Apollomics, Inc.",0.0301,-0.0097,-24.37,18090,26607,83909000,2024-02-18T17:37:30.366634
THXPF,Thor Explorations Ltd.,0.11,-0.04,-26.67,6000,18994,97437000,2024-02-18T17:37:30.366634
ZHCLF,Zenith Capital Corp.,0.12,-0.03,-20.0,1100,21794,17240000,2024-02-18T17:37:30.366634
SRNEQ,"Sorrento Therapeutics, Inc.",0.028,-0.02,-41.67,137744,2989000,15436000,2024-02-18T17:37:30.366634
ELMSQ,"Electric Last Mile Solutions, Inc.",0.05,-0.0499,-49.95,462,64644,17364000,2024-02-18T17:37:30.366634
CLCS,"Cell Source, Inc.",0.2201,-0.1299,-37.11,7700,10922,8484000,2024-02-18T17:37:30.366634
TKVR,"Zhejiang Dashang Media Co., Ltd.",0.1,-0.05,-33.33,4006,13590,8021000,2024-02-18T17:37:30.366634
EWGFF,Eat Well Investment Group Inc.,0.05,-0.08,-61.54,27061,10063,19439000,2024-02-18T17:37:30.366634
BSGM,"BioSig Technologies, Inc.",0.6206,-0.1584,-20.33,218809,66260,5793000,2024-02-18T17:37:30.366634
CDSG,"China Dongsheng International, Inc.",0.0106,-0.0039,-26.9,3071000,686765,7887000,2024-02-18T17:37:30.366634
NSTG,"NanoString Technologies, Inc.",0.1053,0.0,0.0,22234000,18382000,5067000,2024-02-18T17:37:30.366634
DTMXF,Datametrex AI Limited,0.0121,-0.0033,-21.36,715758,68325,5991000,2024-02-18T17:37:30.366634
PTRVF,Avila Energy Corporation,0.03,-0.012,-28.57,10000,15358,4877000,2024-02-18T17:37:30.366634
IAALF,IBC Advanced Alloys Corp.,0.039,-0.011,-22.0,130,15211,4756000,2024-02-18T17:37:30.366634
ILAL,"International Land Alliance, Inc.",0.0511,-0.0139,-21.38,252951,72885,3701000,2024-02-18T17:37:30.366634
SUNW,"Sunworks, Inc.",0.06,-0.0408,-40.48,31501000,15256000,3407000,2024-02-18T17:37:30.366634
AWKNF,Awakn Life Sciences Corp.,0.0794,-0.0244,-23.48,5675,34718,3164000,2024-02-18T17:37:30.366634
TIPS,"Tianrong Internet Products and Services, Inc.",0.0351,-0.0149,-29.8,28877,22265,2972000,2024-02-18T17:37:30.366634
MCREF,Metals Creek Resources Corp.,0.017,-0.0064,-27.56,513550,22678,3138000,2024-02-18T17:37:30.366634
GLFH,"Galenfeha, Inc.",0.021,-0.008,-27.59,25000,17878,7196000,2024-02-18T17:37:30.366634
SOFO,"Sonic Foundry, Inc.",0.158,-0.042,-21.0,834,27698,1918000,2024-02-18T17:37:30.366634
SVVC,"Firsthand Technology Value Fund, Inc.",0.2261,-0.0599,-20.96,10114,15827,1559000,2024-02-18T17:37:30.366634
LOMEF,Lithium One Metals Inc.,0.0155,-0.0206,-57.06,9600,16643,2702000,2024-02-18T17:37:30.366634
AESO,"Atlantic Energy Solutions, Inc.",0.02,-0.0099,-33.11,30000,51055,951770,2024-02-18T17:37:30.366634
CTKYY,CooTek (Cayman) Inc.,0.1001,-0.0299,-23.0,1928,10064,744938,2024-02-18T17:37:30.366634
SIGL,"Signal Advance, Inc.",0.0654,-0.0326,-33.27,1720,13049,684090,2024-02-18T17:37:30.366634
MYMX,Mymetics Corporation,0.01,-0.2505,-96.16,254,185962,3038000,2024-02-18T17:37:30.366634
IMPLQ,Impel Pharmaceuticals Inc.,0.0157,-0.0043,-21.7,12906,796034,374273,2024-02-18T17:37:30.366634
RKFL,"RocketFuel Blockchain, Inc.",0.01,-0.02,-66.67,5000,34426,356049,2024-02-18T17:37:30.366634
DGWR,"Deep Green Waste & Recycling, Inc.",0.0355,-0.0095,-21.11,1339,12060,312919,2024-02-18T17:37:30.366634
MFLTY,Missfresh Limited,0.035,-0.0198,-36.13,2217,18495,285006,2024-02-18T17:37:30.366634
WTER,The Alkaline Water Company Inc.,0.0205,-0.0055,-21.15,5245,157632,266987,2024-02-18T17:37:30.366634
TPIA,"Mycotopia Therapies, Inc.",0.0132,-0.0068,-34.0,139305,14403,196637,2024-02-18T17:37:30.366634
BBIG,"Vinco Ventures, Inc.",0.012,-0.023,-65.71,2171,30192,156000,2024-02-18T17:37:30.366634
RGST,"Everdime Technologies, Inc.",0.011,-0.0089,-44.72,500,19616,44287,2024-02-18T17:37:30.366634
AMFL,"American Films, Inc.",0.1855,-0.0561,-23.22,9211,11758,18008,2024-02-18T17:37:30.366634
PACVD,PACIFIC VENTURES GROUP INC,0.012,-0.004,-25.0,22665,99475,0,2024-02-18T17:37:30.366634
RFMCD,Refined Metals Corp.,0.0175,-0.0294,-62.69,1330,11542,0,2024-02-18T17:37:30.366634
SUNWQ,"Sunworks, Inc.",0.029,-0.001,-3.33,9582000,83999000,0,2024-02-18T17:37:30.366634
WXXWY,WuXi Biologics (Cayman) Inc.,4.22,-1.18,-21.85,3546000,174251,9040000000,2024-02-03T06:16:03.128625
DELHY,Delivery Hero SE,1.78,-0.54,-23.28,247654,99783,6130000000,2024-02-03T06:16:03.128625
FGEN,"FibroGen, Inc.",1.86,-0.51,-21.52,8979000,2473000,182913000,2024-02-03T06:16:03.128625
ONMD,OneMedNet Corporation,1.2,-0.47,-28.14,1151000,1981000,38716000,2024-02-03T06:16:03.128625
NUBI,Nubia Brand International Corp.,4.53,-1.23,-21.35,67708,86368,32302000,2024-02-03T06:16:03.128625
DMAQ,Deep Medicine Acquisition Corp.,2.96,-5.43,-64.72,73881,30623,12900000,2024-02-03T06:16:03.128625
MDVL,"MedAvail Holdings, Inc.",1.8001,-1.3399,-42.67,140804,16008,2905000,2024-02-03T06:16:03.128625
CING,Cingulate Inc.,1.33,-2.03,-60.42,2968000,1601000,1929000,2024-02-03T06:16:03.128625
GRI,"GRI Bio, Inc.",1.44,-0.51,-26.15,4403000,508726,929859,2024-02-03T06:16:03.128625
GRDI,Griid Infrastructure Inc.,1.9996,-2.0504,-50.63,267885,38783,0,2024-02-03T06:16:03.128625
BETS,Bit Brother Limited,2.2,-0.8,-26.67,1501000,972037,464772000,2024-02-06T06:17:28.974515
FCUV,Focus Universal Inc.,1.16,-0.33,-22.15,94206,39110,75193000,2024-02-06T06:17:28.974515
CCTG,CCSC Technology International Holdings Limited,3.62,-1.55,-29.98,1169000,3200000,41178000,2024-02-06T06:17:28.974515
SJ,Scienjoy Holding Corporation,1.0,-0.38,-27.54,1779000,159085,41039000,2024-02-06T06:17:28.974515
NUBI,Nubia Brand International Corp.,4.53,-1.23,-21.35,78275,87566,32302000,2024-02-06T06:17:28.974515
BTOG,Bit Origin Ltd,5.69,-3.66,-39.14,1368000,178746,31482000,2024-02-06T06:17:28.974515
DMAQ,Deep Medicine Acquisition Corp.,2.96,-5.43,-64.72,73881,110951,12900000,2024-02-06T06:17:28.974515
WAVD,"WaveDancer, Inc.",1.7,-0.75,-30.61,28950,476455,3422000,2024-02-06T06:17:28.974515
INBS,Intelligent Bio Solutions Inc.,3.64,-2.31,-38.82,3778000,2308000,2649000,2024-02-06T06:17:28.974515
PRSO,Peraso Inc.,3.05,-1.0,-24.69,94721,69510,2207000,2024-02-06T06:17:28.974515
STI,Solidion Technology Inc.,3.03,-1.5,-33.11,98782,40738,0,2024-02-06T06:17:28.974515
XTKG,X3 Holdings Co Ltd.,1.0401,-0.3499,-25.17,398304,203860,0,2024-02-06T06:17:28.974515
LLAP,Terran Orbital Corporation,0.9116,-0.2284,-20.04,15477000,3977000,177271000,2024-01-08T20:24:05.415670
LMDX,LumiraDx Limited,0.0183,-0.0161,-46.8,109380000,20451000,131136000,2024-01-08T20:24:05.415670
ESPGY,Esprit Holdings Limited,0.082,-0.0222,-21.31,16585,67922,116071000,2024-01-08T20:24:05.415670
BBUZ,Bebuzee Inc.,0.151,-0.109,-41.92,9500,104050,107436000,2024-01-08T20:24:05.415670
BYROF,Byron Energy Limited,0.05,-0.03,-37.5,53160,18232,52015000,2024-01-08T20:24:05.415670
ETAO,"ETAO International Co., Ltd.",0.28,-0.076,-21.35,126091,293458,28685000,2024-01-08T20:24:05.415670
KITT,"Nauticus Robotics, Inc.",0.3833,-0.1077,-21.93,1037000,134696,19179000,2024-01-08T20:24:05.415670
KCRD,"Kindcard, Inc.",0.1154,-0.0444,-27.77,204827,23225,11324000,2024-01-08T20:24:05.415670
STTTF,Splitit Payments Ltd,0.02,-0.08,-80.0,195089,22725,11068000,2024-01-08T20:24:05.415670
RDUFF,Radius Gold Inc.,0.1,-0.03,-23.08,5001,18320,9912000,2024-01-08T20:24:05.415670
TLRS,Timberline Resources Corporation,0.0488,-0.0161,-24.81,10590,61682,9272000,2024-01-08T20:24:05.415670
EJH,E-Home Household Service Holdings Limited,0.545,-0.184,-25.24,3109000,3388000,8133000,2024-01-08T20:24:05.415670
CORR,"CorEnergy Infrastructure Trust, Inc.",0.311,-0.119,-27.67,28177,86046,4988000,2024-01-08T20:24:05.415670
PLCKF,Plurilock Security Inc.,0.0412,-0.0113,-21.52,500,22509,4189000,2024-01-08T20:24:05.415670
PMMCF,Pampa Metals Corporation,0.0753,-0.0513,-40.52,1600,21736,3952000,2024-01-08T20:24:05.415670
CNNC,Cannonau Corp.,0.0144,-0.0053,-26.9,286,78356,3482000,2024-01-08T20:24:05.415670
GANDF,Gander Gold Corporation,0.033,-0.0282,-46.08,133000,24668,3021000,2024-01-08T20:24:05.415670
PTCO,PetroGas Company,0.093,-0.041,-30.6,115165,36420,2139000,2024-01-08T20:24:05.415670
THCBF,THC Biomed Intl Ltd.,0.0121,-0.0034,-22.13,20000,18559,1979000,2024-01-08T20:24:05.415670
ROYL,"Royale Energy, Inc.",0.025,-0.015,-37.5,10500,11466,1692000,2024-01-08T20:24:05.415670
TWOH,Two Hands Corporation,0.0401,-0.0309,-43.52,19271,19410,1688000,2024-01-08T20:24:05.415670
ATOXF,Durango Resources Inc.,0.0151,-0.0074,-32.89,257300,21380,1423000,2024-01-08T20:24:05.415670
MLRT,"MetAlert, Inc.",0.041,-0.0117,-22.2,36208,54134,1317000,2024-01-08T20:24:05.415670
BRQSF,"Borqs Technologies, Inc.",0.071,-0.029,-29.0,82604,126506,1038000,2024-01-08T20:24:05.415670
ATHX,"Athersys, Inc.",0.014,-0.0063,-31.03,5691000,5107000,864063,2024-01-08T20:24:05.415670
OSCI,"Osceola Gold, Inc.",0.011,-0.0032,-22.54,208572,178674,908690,2024-01-08T20:24:05.415670
VYST,Vystar Corporation,0.058,-0.0217,-27.23,18286,13762,750670,2024-01-08T20:24:05.415670
COMCF,Canada One Mining Corp.,0.013,-0.0057,-30.48,1032000,52701,592498,2024-01-08T20:24:05.415670
CAPC,"Capstone Companies, Inc.",0.0106,-0.0029,-21.63,3227,43093,517565,2024-01-08T20:24:05.415670
AUDA,"Audacy, Inc.",0.105,-0.095,-47.53,441750,18161,496371,2024-01-08T20:24:05.415670
USAQ,"QHSLab, Inc.",0.041,-0.049,-54.44,106,10750,399155,2024-01-08T20:24:05.415670
NOGNQ,"Nogin, Inc.",0.012,-0.0057,-32.13,47887,1356000,135459,2024-01-08T20:24:05.415670
IVRN,Innoveren Scientific Inc.,0.14,-0.04,-22.22,50628,16789,99779,2024-01-08T20:24:05.415670
AEPT,"American Environmental Partners, Inc.",0.03,-0.01,-25.0,4500,27765,31409,2024-01-08T20:24:05.415670
GATEW,Marblegate Acquisition Corp.,0.045,0.0,0.0,1854,28188,0,2024-01-08T20:24:05.415670
HTOOW,Fusion Fuel Green PLC,0.1013,-0.0287,-22.08,218,12640,0,2024-01-08T20:24:05.415670
SIVPQ,SVB Financial Group,0.24,-0.06,-20.0,20711,40430,0,2024-01-08T20:24:05.415670
